word1,word2,mean(remove_extreme_annotator),sub1,sub2,sub3,sub4,sub5,sub6,sub7,sub8,sub9,sub10,mean
拭き取る,ふく,7.8,8,6,8,8,9,9,8,8,9,8,8.1
拭き取る,拭く,8,8,7,8,8,9,9,8,7,9,8,8.1
蝕まれる,崩れる,2.8,2,5,2,2,3,8,5,2,0,2,3.1
蝕んだ,痛めた,3.8,2,7,4,2,4,5,3,3,0,5,3.5
蝕んだ,壊れた,3.4,5,4,2,3,3,6,5,2,0,2,3.2
尻込みしている,ためらっている,6.6,8,6,7,3,9,9,8,8,3,7,6.8
尻込みする,ためらう,6.4,7,5,7,3,10,9,8,8,3,7,6.7
尻込みする,止める,3.2,5,4,3,1,3,5,5,3,0,5,3.4
信心した,信教した,5.2,8,5,7,3,3,9,8,4,6,8,6.1
信心した,信奉した,6.8,8,6,7,5,8,10,8,5,7,8,7.2
信心した,信じた,5.8,8,7,6,0,8,5,5,6,8,8,6.1
信心した,信仰した,7.6,8,7,8,7,8,10,8,6,8,8,7.8
信心した,崇拝した,5.8,7,8,7,0,7,6,8,7,8,8,6.6
信心する,崇拝する,6.2,8,8,8,0,7,6,8,7,8,8,6.8
審議した,討論した,7,5,9,8,8,5,9,8,6,3,5,6.6
審議した,話あった,7.2,5,7,7,8,9,8,8,7,5,5,6.9
審議した,議論した,7.6,8,8,7,8,7,9,8,7,3,5,7.0
心に持った,秘めた,6.6,7,4,5,9,8,7,7,7,0,3,5.7
申し出た,名乗った,7,8,7,9,8,3,7,5,4,5,5,6.1
真似た,演じた,5.4,7,7,6,1,6,5,5,3,0,3,4.3
身ごもらせた,孕ませた,8.4,10,6,8,10,8,10,8,7,7,8,8.2
身ごもらせた,妊娠させた,9,10,8,8,10,9,10,8,8,8,10,8.9
身籠った,妊娠した,9.2,7,10,9,10,10,10,8,9,8,10,9.1
進行する,行く,5.8,7,5,5,8,4,6,5,6,5,5,5.6
進行する,歩む,6.4,8,7,8,2,7,6,5,5,5,7,6.0
尽きた,途絶えた,7.4,8,7,8,5,9,8,8,6,3,7,6.9
尽きる,途切れる,7,8,6,7,6,8,7,7,6,3,7,6.5
衰えた,弱体化した,7.6,8,9,6,8,7,9,7,7,7,8,7.6
衰退した,弱体化した,8,8,7,8,8,9,8,7,7,5,8,7.5
衰退した,衰えた,8.6,9,9,9,8,8,10,8,7,9,10,8.7
崇拝した,信奉した,7.6,5,9,8,7,9,7,8,6,6,8,7.3
崇拝した,信仰した,7.8,9,7,7,7,9,8,8,6,6,8,7.5
制御した,動かした,4.4,4,8,5,2,3,5,1,5,0,0,3.3
制御した,操縦した,7.6,5,8,8,9,8,8,3,6,2,7,6.4
制御する,コントロールする,9.6,10,9,9,10,10,10,8,9,8,10,9.3
制御できる,操縦できる,7.2,8,7,5,9,7,8,3,8,6,7,6.8
成りすます,真似る,5.2,6,6,5,5,4,7,3,2,3,5,4.6
成熟した,成長した,7.4,7,5,9,8,8,8,7,7,3,7,6.9
成熟した,発達した,8,9,7,8,8,8,8,7,7,3,5,7.0
成熟する,発展する,5.6,4,7,8,3,6,8,5,6,3,5,5.5
成熟する,完成する,7.8,7,8,9,7,8,6,5,6,3,7,6.6
成長した,発達した,7.6,8,8,6,8,8,9,7,7,3,5,6.9
成長していた,発達していた,7.8,8,9,6,8,8,9,7,7,3,5,7.0
整わなくなる,乱れる,7,5,8,6,9,7,7,7,6,2,5,6.2
生じる,出てくる,5.4,8,6,4,7,2,6,8,6,3,2,5.2
逝った,死去した,8.4,9,10,7,7,9,10,9,8,9,10,8.8
逝った,死んだ,8.6,7,10,9,7,10,10,9,8,9,10,8.9
逝った,他界した,8.8,9,9,8,8,10,10,9,8,9,10,9.0
逝去した,死んだ,9.2,9,10,9,8,10,10,9,8,9,10,9.2
跡を追う,遡る,4.6,3,7,2,3,8,4,5,5,0,3,4.0
跡を追う,たどる,6.8,10,6,6,4,8,7,5,6,6,5,6.3
跡を追う,なぞる,6,5,8,7,3,7,3,3,6,0,5,4.7
跡を追う,探し求める,6,6,6,6,5,7,5,3,5,0,3,4.6
切願した,頼んだ,5.6,7,4,6,2,9,4,5,7,6,5,5.5
切願した,嘆願した,7,7,6,7,5,10,8,7,8,7,7,7.2
切願する,懇願する,7.2,7,5,8,6,10,8,8,8,8,7,7.5
切願する,頼む,5.8,6,6,8,2,7,6,5,6,6,5,5.7
切望した,懇願した,7.2,7,8,7,6,8,9,8,6,7,7,7.3
折り合いをつける,譲歩する,5.6,8,5,5,6,4,9,7,5,5,7,6.1
絶えた,終わった,7.6,9,9,7,6,7,9,8,7,7,5,7.4
絶えた,止まった,6,8,7,8,4,3,6,8,3,5,5,5.7
絶える,なくなる,6.2,9,7,7,5,3,9,8,6,5,7,6.6
絶える,消える,6,8,7,6,7,2,6,5,6,5,7,5.9
絶滅した,消えた,6.6,8,7,8,7,3,6,3,5,7,7,6.1
絶滅した,消滅した,7.4,8,9,9,7,4,7,3,7,7,7,6.8
千切れやすく,壊れやすく,4.8,8,6,5,4,1,4,4,6,3,3,4.4
千切れやすく,崩れやすく,5,7,7,6,4,1,4,3,4,3,3,4.2
占拠する,占める,8,6,9,9,8,8,8,5,6,8,8,7.5
占拠する,占有する,7.6,7,8,8,8,7,9,8,8,8,8,7.9
占有する,もつ,3.4,6,5,1,0,5,7,3,4,7,5,4.3
占有する,占める,7.6,6,9,9,8,6,7,5,6,7,8,7.1
戦った,チャレンジした,4.6,8,4,3,5,3,5,4,5,0,3,4.0
戦った,勝負した,7,8,8,6,7,6,9,3,7,7,5,6.6
潜ませる,隠す,5,5,8,6,5,1,4,5,4,6,5,4.9
潜めた,持った,0.4,0,2,0,0,0,2,1,3,0,3,1.1
潜めた,隠した,5.4,7,7,6,5,2,4,2,6,3,5,4.7
鮮やかに見えた,似合った,2.6,5,4,2,2,0,0,2,4,0,2,2.1
繕う,あしらう,3.2,6,4,2,3,1,3,2,3,5,5,3.4
繕う,装う,5.4,6,5,7,4,5,6,7,6,5,5,5.6
繕う,扱う,0.2,0,1,0,0,0,0,2,3,0,2,0.8
繕う,配置する,0.4,0,0,0,0,2,0,2,2,0,3,0.9
繕った,見せかけた,4.8,5,5,7,3,4,5,7,6,0,5,4.7
繕った,取り繕った,7,7,7,8,8,5,9,5,5,2,5,6.1
狙った,見た,2.4,4,0,1,2,5,4,3,2,0,1,2.2
遡る,調べる,4.8,7,3,7,4,3,2,5,5,0,3,3.9
喪失した,なくなった,8,9,7,9,7,8,9,8,7,7,7,7.8
喪失した,消えた,7.8,8,7,9,7,8,7,5,7,3,7,6.8
掃討した,排除した,7,7,7,7,7,7,9,8,7,5,5,6.9
操作した,動かした,7.6,8,9,9,6,6,10,8,8,5,5,7.4
操作する,動かす,7.8,8,7,9,6,9,10,8,8,5,5,7.5
操作できる,運転できる,7.4,8,5,8,8,8,8,5,7,6,5,6.8
操作できる,コントロールできる,7.4,8,7,7,8,7,6,8,8,5,8,7.2
操縦した,運転した,8.4,8,8,9,8,9,10,7,9,3,7,7.8
操縦する,操る,8.6,9,9,9,8,8,8,8,7,8,8,8.2
争う,一悶着ある,3,1,0,0,7,7,4,8,6,3,7,4.3
装う,真似る,6,4,8,7,5,6,2,5,5,0,3,4.5
装った,演じた,6.8,8,7,6,7,6,3,5,6,0,3,5.1
装った,真似た,6.2,7,7,7,5,5,2,5,7,0,3,4.8
装飾されている,飾ってある,8,9,7,8,8,8,8,5,7,8,7,7.5
装着した,つけた,7.8,8,9,7,8,7,10,7,6,5,5,7.2
装着した,着用した,7,7,6,7,8,7,7,7,7,8,5,6.9
走行する,走る,8.4,8,7,9,8,10,9,7,8,8,7,8.1
増強した,拡張した,6,8,6,6,4,6,8,7,3,7,5,6.0
息を引き取った,永眠した,9,10,9,9,10,7,10,9,9,8,10,9.1
息を引き取った,逝去した,9.4,10,9,9,10,9,10,9,9,8,10,9.3
息を引き取った,死んだ,9.4,10,9,9,10,9,10,9,9,8,10,9.3
他界した,死亡した,9.4,9,10,9,10,9,10,9,10,8,10,9.4
他界した,逝去した,9.6,9,10,9,10,10,10,9,10,8,10,9.5
他界した,死んだ,9.6,10,9,9,10,10,10,9,10,8,10,9.5
妥協した,あきらめた,6.8,5,8,5,7,9,8,7,4,0,7,6.0
妥協する,歩み寄る,7.6,9,8,7,6,8,6,6,8,1,5,6.4
妥協する,譲歩する,7.6,9,8,7,7,7,7,8,9,1,7,7.0
打ち勝つ,優れる,5.6,4,8,6,2,8,4,3,5,0,5,4.5
打ち勝つ,勝てる,5.6,7,6,4,6,5,6,5,3,3,5,5.0
打ち勝つ,勝つ,8.2,7,9,9,7,9,9,5,6,8,8,7.7
打ち勝つ,取って代わる,4.2,5,7,6,0,3,3,3,1,0,5,3.3
舵を取る,操縦する,8,10,8,7,7,8,7,7,7,3,7,7.1
待ちかねる,待ちきれない,6.8,8,7,7,4,8,6,8,8,3,7,6.6
待ちわびる,待ちきれない,6.6,8,5,7,7,6,4,8,7,3,7,6.2
待ち焦がれた,待ちきれない,7.2,7,7,7,7,8,3,8,4,5,7,6.3
待ち焦がれる,待ちきれない,7.2,9,6,7,7,7,3,8,4,5,7,6.3
退いた,撤退した,8.6,9,9,9,8,8,8,8,6,5,7,7.7
退却した,撤退した,8,9,7,9,8,7,8,8,7,7,7,7.7
退却する,退く,7.8,5,10,9,9,6,9,8,7,8,7,7.8
退却する,逃げる,6.8,8,8,5,8,5,8,5,4,7,8,6.6
退却する,退散する,7.4,5,8,8,8,8,9,5,6,8,7,7.2
退却する,後退する,7.4,6,8,9,7,7,8,3,4,8,7,6.7
退却する,辞退する,7.2,7,8,7,6,8,4,7,2,0,3,5.2
退却する,撤去する,7,8,8,8,6,5,3,5,2,5,5,5.5
退去した,退いた,7.6,8,9,6,9,6,8,8,5,9,5,7.3
退去した,退却した,7.6,7,8,8,8,7,8,8,6,9,7,7.6
退去する,撤退する,7.4,9,7,7,8,6,7,8,7,8,5,7.2
退去する,退陣する,7.2,7,7,6,8,8,6,8,6,8,5,6.9
退散する,後退する,6.8,4,7,8,7,8,6,3,7,2,7,5.9
退陣する,退散する,6.6,4,8,6,8,7,5,8,6,5,5,6.2
退避する,退却する,7.6,9,7,8,8,6,5,8,3,7,5,6.6
大人びた,発達した,4,7,5,4,0,4,0,7,3,0,2,3.2
達観した,発展した,1.4,0,2,0,0,5,0,3,4,0,2,1.6
達観した,成長した,1.6,0,2,0,0,6,0,4,3,0,2,1.7
嘆願した,お願いした,6.6,5,7,7,7,7,7,6,7,7,7,6.7
嘆願する,懇望する,7.2,9,6,7,7,7,9,8,8,6,8,7.5
担ぎ上げた,背負った,7.4,8,8,9,6,6,7,7,3,3,5,6.2
団結した,提携した,6.4,8,6,8,5,5,6,5,5,2,5,5.5
団結した,連携した,7.8,9,8,8,6,8,5,5,5,2,7,6.3
断絶した,消えた,6.6,8,6,5,6,8,8,5,6,3,3,5.8
断絶した,終わった,6.8,8,6,8,6,6,6,5,6,0,3,5.4
知らせる,示す,6.8,8,6,6,7,7,4,6,4,3,5,5.6
着けた,つけた,10,10,10,10,10,10,10,10,10,10,10,10.0
着ける,付ける,5.8,2,5,5,8,9,8,10,2,9,3,6.1
駐在した,常時滞在した,6.8,5,8,7,6,8,7,8,8,7,5,6.9
駐在した,常務した,6.6,7,8,5,6,7,5,7,8,7,5,6.5
挑戦した,向かっていった,7,9,7,8,6,5,8,7,6,0,3,5.9
挑戦した,臨んだ,7,8,7,7,8,5,9,8,7,7,7,7.3
挑戦する,望む,6.2,5,6,7,5,8,6,3,7,0,5,5.2
聴いた,受けた,2.8,5,1,2,0,6,0,2,2,0,3,2.1
聴いた,お聞きした,8,9,8,8,6,9,9,7,3,5,5,6.9
調剤した,処方した,7.4,9,6,7,7,8,6,8,8,7,5,7.1
調剤する,渡す,0.4,0,0,1,0,1,0,3,2,0,3,1.0
調和する,マッチする,7,8,9,8,3,7,9,9,8,6,3,7.0
調和する,一致する,5.8,7,7,6,2,7,5,7,7,2,5,5.5
調和する,合う,6.4,7,7,8,4,6,6,5,6,3,5,5.7
調和する,際立つ,0.4,0,1,0,0,1,0,1,6,0,0,0.9
追い出した,やめさせた,3,4,5,2,3,1,8,7,4,7,7,4.8
追い出した,いなくした,7.2,9,9,7,7,4,9,5,6,6,7,6.9
追い出した,撤去した,6.4,8,6,7,7,4,5,3,4,0,5,4.9
追い出した,出した,6,7,6,5,7,5,4,3,5,6,5,5.3
追う,進む,5.2,6,4,5,5,6,0,3,2,2,3,3.6
追う,追跡する,8.2,9,8,8,8,8,9,8,8,9,7,8.2
追跡する,進む,4.6,6,5,3,5,4,0,3,3,5,3,3.7
追放する,排除する,7.2,8,7,6,8,7,7,8,5,8,5,6.9
追放する,排斥する,7.4,8,7,6,8,8,8,8,6,8,5,7.2
掴んだ,はさんだ,6.4,8,8,4,2,10,10,7,5,0,5,5.9
掴んだ,取った,7,7,6,7,7,8,5,5,6,3,5,5.9
掴んだ,持った,7.6,7,7,8,8,8,7,5,6,2,5,6.3
提示された,明記された,7.2,9,6,8,7,6,5,5,7,5,5,6.3
提示する,明らかにする,6.6,6,6,8,7,6,6,6,7,6,5,6.3
諦める,あきらめた,8,8,9,5,9,9,9,8,10,9,9,8.5
撤収した,退却した,7.6,8,8,7,7,8,8,8,9,7,7,7.7
撤収する,辞退する,5.8,8,7,3,6,5,3,5,2,0,5,4.4
撤収する,退却する,8,8,9,8,7,8,8,8,4,5,7,7.2
撤収する,撤退する,8.2,9,9,9,7,7,8,8,7,5,7,7.6
撤退させた,出した,4.4,7,4,5,0,6,1,4,3,0,5,3.5
添えた,配置した,4,5,6,5,0,4,0,5,3,0,3,3.1
添えた,付け加えた,6.6,8,7,7,6,5,2,6,4,3,5,5.3
添えたりした,飾ったりした,5,1,6,4,6,8,2,4,4,3,5,4.3
添える,付ける,6.8,9,8,8,4,5,3,8,3,2,5,5.5
添加した,添えた,6.2,5,9,7,5,5,5,5,3,8,5,5.7
添付した,付け加えた,6.8,6,9,6,5,8,4,6,4,8,5,6.1
添付した,付けた,6.4,5,8,7,5,7,8,8,5,8,6,6.7
伝えた,称した,2.6,2,4,2,2,3,1,4,2,0,6,2.6
途切れる,なくなる,7,9,7,7,7,5,5,5,6,0,3,5.4
途切れる,消える,6.4,8,6,6,7,5,4,4,6,0,5,5.1
途切れる,止まる,6.6,7,7,6,7,6,6,5,2,0,6,5.2
途絶えた,消滅した,7.6,9,6,8,7,8,6,5,7,3,5,6.4
途絶えた,断絶した,7.4,8,9,6,7,7,6,3,3,8,5,6.2
途絶えた,終わった,8,9,9,7,7,8,7,7,7,3,6,7.0
途絶える,減る,4.8,7,4,4,5,4,0,2,2,0,6,3.4
途絶える,無くなる,6.8,6,9,9,8,2,8,5,8,1,6,6.2
途絶える,消える,7.2,9,6,8,8,5,6,4,7,0,5,5.8
途方にくれた,迷った,6.4,8,6,6,6,6,0,5,7,0,3,4.7
途方にくれた,困惑した,5,5,6,4,6,4,8,6,8,0,5,5.2
当惑した,迷った,6.6,8,8,6,7,4,0,5,8,3,5,5.4
当惑した,迷惑した,6.2,5,5,6,7,8,0,1,2,0,5,3.9
当惑している,困惑している,7.8,9,9,7,7,7,10,8,9,7,5,7.8
統率した,指揮した,7.8,9,8,7,8,7,9,7,8,7,7,7.7
統率する,指導する,6.6,4,7,8,8,6,7,5,6,5,5,6.1
統率する,指揮する,7.8,9,9,7,8,6,9,7,8,7,7,7.7
統率する,引っ張る,6.2,5,6,7,6,7,8,7,7,3,5,6.1
討議した,言い合った,6.4,5,9,7,7,4,8,4,6,5,5,6.0
討議した,審議した,6.2,5,7,7,7,5,9,8,7,5,5,6.5
討議した,議論した,7.4,8,8,7,8,6,10,8,7,6,7,7.5
討論した,議論した,7.4,6,9,8,8,6,10,8,8,8,7,7.8
動いた,浮いた,0.6,0,0,2,0,1,0,2,2,0,2,0.9
動かした,操縦した,6.6,8,9,6,2,8,4,4,6,3,3,5.3
動かす,操る,6.6,8,7,9,2,7,5,3,7,3,3,5.4
同意した,承認した,7,7,9,7,6,6,3,4,6,8,5,6.1
読み返した,読み進めた,2.2,0,3,0,4,4,0,2,3,0,3,1.9
突進する,ひた走る,7,8,6,8,5,8,3,8,6,3,3,5.8
内に隠す,潜ませる,6.6,7,8,6,5,7,7,8,6,5,3,6.2
内在している,持っている,5.8,5,9,4,5,6,6,5,5,2,6,5.3
匂いたつ,香りたつ,7.8,8,9,7,7,8,7,8,7,7,2,7.0
匂わす,あふれる,1.2,1,2,0,0,3,0,3,3,0,0,1.2
匂わす,感じる,4,6,7,6,0,1,0,2,2,3,2,2.9
入手された,取って調査された,2.2,3,1,0,2,5,0,1,2,0,1,1.5
入手された,捕まえた,4.2,5,3,3,5,5,0,5,1,2,1,3.0
入手された,採られた,5.2,6,6,5,5,4,1,3,2,2,3,3.7
入手された,捕まった,2.4,0,1,1,4,6,0,3,2,2,1,2.0
入手した,採取した,4.8,2,6,5,6,5,6,3,3,5,3,4.4
入力した,記載した,3.4,5,0,3,5,4,0,4,4,8,3,3.6
忍ばせる,秘める,6.8,8,8,5,6,7,4,8,6,5,5,6.2
熱願する,嘆願する,6.8,7,6,7,6,8,8,8,7,7,7,7.1
熱願する,懇望する,7.4,7,8,7,7,8,9,8,8,7,7,7.6
納得した,承諾した,7,9,8,4,7,7,8,7,7,5,7,6.9
納得した,同意した,5.8,2,6,6,7,8,6,5,8,4,7,5.9
納得した,受諾した,7.2,7,9,7,7,6,4,7,7,4,7,6.5
覗き見した,うかがった,5,6,6,6,2,5,3,5,3,0,5,4.1
波立つ,荒れる,5.8,7,5,5,6,6,3,8,6,3,3,5.2
破顔した,微笑した,3.4,0,4,1,7,5,4,3,4,2,5,3.5
廃止した,消滅した,4.8,1,6,4,7,6,3,3,3,2,5,4.0
排除した,撤退させた,7,9,5,8,8,5,2,7,4,0,5,5.3
排除した,追い出した,6.6,5,8,7,8,5,8,6,5,6,7,6.5
排除した,なくした,7.4,8,6,9,8,6,7,7,6,0,5,6.2
排除した,やめさせた,6.2,6,8,5,8,4,6,6,4,3,7,5.7
排除した,除いた,7.6,9,8,8,7,6,9,8,5,9,7,7.6
排除する,無視する,3.6,2,6,2,6,2,0,3,2,0,3,2.6
排除する,除く,8.2,9,9,9,8,6,9,8,6,9,7,8.0
排斥した,無くした,6,8,4,5,8,5,4,5,5,0,5,4.9
排斥した,排除した,7,5,8,8,8,6,9,8,7,8,7,7.4
排斥した,除いた,6.2,5,8,7,7,4,9,7,6,8,7,6.8
排斥した,撤去した,6.8,7,6,6,8,7,8,5,3,3,7,6.0
排斥した,締め出した,6.6,6,6,7,8,6,7,8,7,7,7,6.9
排斥する,敬遠する,3.8,1,5,3,6,4,4,3,2,0,5,3.3
背けた,覆った,3,2,2,6,0,5,0,4,3,0,3,2.5
背負う,担う,6.4,8,5,8,5,6,6,7,7,2,5,5.9
配った,分けた,7.2,5,8,7,8,8,0,5,8,6,7,6.2
配った,合わさった,0.4,0,0,1,0,1,0,1,3,0,0,0.6
配られた,分けられた,7.2,5,8,7,8,8,0,5,6,5,8,6.0
配る,配分する,7.6,5,9,9,8,7,10,5,7,9,7,7.6
配る,割り当てる,5.4,4,7,3,6,7,0,4,5,3,7,4.6
配る,分かち合う,6,4,6,6,6,8,0,3,2,3,7,4.5
配る,飾りつける,1,0,0,0,0,5,0,1,1,0,2,0.9
配給しない,配分しない,7.2,8,7,5,8,8,9,5,6,9,7,7.2
配置した,飾った,3,4,1,2,4,4,3,3,2,2,2,2.7
配当した,配った,7.4,10,8,7,8,4,9,6,3,6,7,6.8
配当した,割当した,7.8,8,6,7,8,10,6,5,3,5,7,6.5
配当した,配慮した,0.6,0,0,0,0,3,0,2,1,0,7,1.3
配当する,分かち合う,6,5,4,5,8,8,1,2,1,5,7,4.6
配布した,分けた,7.4,7,6,9,8,7,2,3,6,3,8,5.9
配布した,配給した,7.2,10,6,6,7,7,5,8,6,6,7,6.8
配分される,分配される,8.4,9,8,7,8,10,10,8,5,9,7,8.1
配分した,配布した,6.4,2,6,6,8,10,6,8,7,7,7,6.7
配分した,割当した,7.8,8,8,7,8,8,6,5,4,5,7,6.6
配分する,配布する,7.4,9,7,6,8,7,6,8,6,8,7,7.2
配分する,割り当てる,7.4,9,8,6,8,6,6,5,3,8,7,6.6
発展した,発達した,6.6,8,7,5,5,8,4,5,8,7,8,6.5
疲れる,困る,1.6,0,3,0,5,0,0,2,1,0,5,1.6
疲弊した,壊れた,4.8,6,5,8,5,0,0,3,2,0,5,3.4
秘めた,潜めた,5.4,6,6,3,7,5,4,5,5,2,6,4.9
秘める,口外しない,6.4,8,6,3,8,7,2,4,6,3,7,5.4
秘める,隠した,8.2,9,8,8,8,8,7,5,5,3,6,6.7
飛ばせる,コントロールできる,0,0,0,0,0,0,0,3,3,0,0,0.6
微笑む,笑う,5.8,2,7,6,7,7,4,5,8,9,7,6.2
微笑をうかべた,ひっこり笑った,6,8,6,4,6,6,3,2,8,8,6,5.7
微笑んだ,にんまりした,6.6,7,8,3,7,8,2,5,6,8,7,6.1
漂う,ある,1.6,1,3,0,2,2,0,5,4,0,5,2.2
漂う,あふれる,0.2,0,1,0,0,0,0,3,3,0,0,0.7
漂った,揺れ動いた,5.6,6,9,5,6,2,0,3,2,2,2,3.7
漂った,浮いた,6.2,8,6,6,7,4,2,2,5,6,3,4.9
漂った,浮遊した,6.2,6,7,6,8,4,7,5,7,5,6,6.1
表された,描写された,6.6,8,7,9,6,3,3,5,8,3,6,5.8
表した,書いた,5.2,7,5,3,6,5,0,3,7,3,5,4.4
表した,示した,7.2,7,6,8,8,7,6,5,6,7,5,6.5
表す,示す,7.6,7,7,9,8,7,6,5,7,7,7,7.0
表に出た,露出した,7.6,10,8,6,7,7,8,8,6,7,5,7.2
表に出る,示される,5.6,5,7,2,7,7,6,4,5,3,5,5.1
表に出る,反映される,5.2,6,6,2,6,6,7,5,3,3,2,4.6
表に出る,具現化する,6.4,9,6,6,6,5,7,5,2,5,7,5.8
表れた,顕著化した,7,7,9,5,7,7,8,5,6,5,2,6.1
表れた,表現された,7.4,7,8,9,7,6,9,5,7,7,2,6.7
表れている,出ている,5.2,4,6,5,7,4,7,4,7,5,7,5.6
表れている,見えている,6.8,7,7,7,7,6,7,6,8,7,7,6.9
表れる,具現化する,5.8,8,6,3,7,5,9,5,3,5,7,5.8
表れる,見てとれる,6.2,5,6,7,7,6,8,5,4,5,5,5.8
表れる,表面化する,8.2,9,9,8,7,8,9,5,8,5,8,7.6
表現されている,表れている,7.4,7,9,9,7,5,9,5,7,7,6,7.1
表現した,表した,8,9,8,9,8,6,9,5,7,7,9,7.7
表現する,表している,7.8,10,9,6,8,6,9,5,7,7,8,7.5
表示された,表記された,7.8,8,10,8,7,6,9,6,8,7,5,7.4
表示した,記した,6.8,9,6,6,7,6,5,6,7,7,5,6.4
表示した,示した,8.2,8,9,9,8,7,7,6,7,7,6,7.4
表示した,掲載した,6.8,8,7,7,6,6,8,5,8,5,6,6.6
表示する,表す,8.2,10,9,9,7,6,8,5,7,7,7,7.5
表彰した,讃えた,7.2,7,9,7,6,7,8,1,8,6,7,6.6
表面化した,出現した,6.2,8,6,6,7,4,7,5,6,5,8,6.2
表面化した,取り沙汰された,5.2,6,5,5,7,3,7,3,6,5,5,5.2
表面化する,見える,5.4,6,7,2,6,6,6,5,3,7,8,5.6
表面化する,顕在化する,7.6,9,8,5,8,8,9,5,7,5,6,7.0
病んだ,衰退した,4.2,6,2,6,5,2,6,3,3,3,3,3.9
病んだ,蝕んだ,6.8,9,6,6,7,6,7,4,5,9,6,6.5
病んだ,もんだ,0.4,0,2,0,0,0,0,1,3,0,5,1.1
病気になった,病んだ,8.8,9,10,7,8,10,9,9,9,9,9,8.9
不安定になった,荒れた,5.2,7,6,4,6,3,6,6,7,3,5,5.3
不安定になった,壊れた,5.8,8,6,6,5,4,7,5,4,3,3,5.1
付けた,着用した,6.8,5,8,7,7,7,8,7,6,2,8,6.5
付けた,使った,2.4,3,3,1,5,0,5,3,5,2,1,2.8
付け加えた,つけた,7.8,8,9,9,7,6,8,3,3,5,3,6.1
付け足した,追加解説した,5.4,4,7,4,7,5,8,1,7,3,6,5.2
付け足す,つける,5.8,7,3,6,7,6,9,4,5,5,6,5.8
付け足す,付ける,5.8,7,3,6,7,6,9,4,4,5,7,5.8
富んだ,あふれた,5.6,6,6,4,7,5,8,1,7,5,6,5.5
浮かび上がった,露呈した,6,8,7,6,7,2,7,5,7,5,8,6.2
浮かび上がった,浮かんだ,7.6,8,9,7,8,6,6,5,6,7,8,7.0
浮かび上がった,出てきた,5.6,7,6,6,7,2,6,5,6,5,6,5.6
浮かび上がる,表れる,5.4,5,7,6,7,2,7,3,6,3,5,5.1
浮かんだ,発覚した,4.2,4,6,3,6,2,7,5,7,5,5,5.0
浮かんだ,表面化した,6,6,8,7,7,2,7,5,7,3,5,5.7
浮かんだ,上がった,6,7,6,8,5,4,8,3,3,5,5,5.4
浮上した,登場した,5.8,8,6,7,4,4,6,3,6,3,4,5.1
浮上した,表面化した,6.4,7,9,8,6,2,8,5,7,3,5,6.0
浮上した,上がった,6.8,8,8,7,7,4,7,4,5,5,7,6.2
符合した,合った,6.4,8,5,5,7,7,9,4,6,8,7,6.6
符合した,合致した,7.6,9,7,7,8,7,9,7,8,8,7,7.7
腹が立つ,苛々しい,7.8,8,7,9,7,8,8,6,8,7,7,7.5
覆った,閉じた,3.2,0,4,5,7,0,3,3,2,0,4,2.8
分かち合う,分割する,7.6,8,6,9,8,7,4,5,5,5,0,5.7
分けた,割当した,7.4,8,7,6,8,8,8,5,6,7,8,7.1
分け与える,分ける,7.6,9,8,6,7,8,6,6,6,7,8,7.1
分配する,分割する,7,5,9,6,7,8,9,8,2,7,7,6.8
分配する,配る,7.8,6,9,9,7,8,9,9,7,7,8,7.9
分配する,分ける,7.8,6,9,9,7,8,9,8,6,7,7,7.6
粉末にする,砕く,5.6,7,5,7,7,2,9,8,7,2,6,6.0
聞いた,お教えしてもらった,4.8,7,4,2,7,4,9,1,5,3,5,4.7
聞き入れる,了承する,7,5,9,8,8,5,9,7,4,7,8,7.0
聞き入れる,承認する,7.4,9,8,7,8,5,9,7,4,7,6,7.0
聞き入れる,応じる,7.6,9,8,8,7,6,9,6,6,5,6,7.0
閉じた,引いた,0.6,0,0,0,3,0,5,1,2,0,0,1.1
返した,弁済した,7,7,6,8,7,7,6,2,7,5,5,6.0
弁済した,返済した,7.4,8,8,6,8,7,9,3,9,8,9,7.5
捕まえた,採られた,3.8,0,5,3,5,6,6,3,3,2,4,3.7
補足した,付け加えした,7.4,9,7,8,7,6,9,3,8,7,7,7.1
補足した,付け加えた,7.2,8,7,8,7,6,9,3,8,7,8,7.1
崩れた,跳ねた,0,0,0,0,0,0,2,1,1,0,0,0.4
崩れやすい,割れやすい,5.4,7,8,5,7,0,9,3,5,0,1,4.5
崩壊する,崩れる,8.2,9,8,7,8,9,9,3,7,7,9,7.6
亡くなった,死亡した,8.8,7,10,9,8,10,9,10,10,10,10,9.3
亡くなった,絶滅した,7.4,9,9,7,6,6,9,0,4,5,4,5.9
亡くなった,死去した,9.2,10,9,9,8,10,9,10,10,10,10,9.5
亡くなった,他界した,9.2,10,9,9,8,10,9,10,10,10,10,9.5
亡くなる,死去した,9,9,9,9,8,10,9,10,10,10,8,9.2
望む,臨む,0,0,0,0,0,0,0,7,2,0,0,0.9
翻弄された,はまった,3.4,4,6,2,5,0,1,1,2,0,0,2.1
埋もれた,入り込んだ,2.8,4,2,0,6,2,2,3,3,2,2,2.6
抹消する,除く,6.2,8,6,6,7,4,9,7,6,5,4,6.2
抹消する,排除する,6.6,8,7,6,6,6,9,7,7,5,4,6.5
満ちる,溢れる,6,5,8,4,6,7,8,7,6,5,1,5.7
