Word,Language,Len,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
斚偔,5,2,26010,20564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偁傞,5,2,20545,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
椙偔尒偊傞,5,5,26905,20564,23570,20554,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
憤偠偰,5,3,24996,20576,20592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偆傞偝偔偰,5,5,20550,20638,20573,20564,20592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
帥撪,5,2,24101,25770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偒偭偐偗,5,4,20562,20589,20560,20567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巔惃,5,2,24020,24771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
嫃怱抧偑埆偔,5,6,23235,24625,25255,20561,22470,20564,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偐偒棎偝傟偨,5,6,20560,20562,26830,20573,20639,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
婤慠偲,5,3,23140,24928,20594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
摴嬝,5,2,25716,23325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
尵偄憟偄偟偨,5,6,23605,20548,24991,20548,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
帺屓,5,2,24122,23635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
崱偼,5,2,23857,20604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
樚偟偄,5,3,27162,20575,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偢偭偲,5,3,20578,20589,20594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
僾儘僼傿乕儖,5,6,20734,20760,20732,20671,20053,20758,0,0,0,0,0,0,0,0,0,0,0,0,0,0
夣偄,5,2,22819,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
昞尰偟偨,5,4,26142,23600,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偁傆傟傞,5,4,20545,20614,20639,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
側偔側傞,5,4,20596,20564,20596,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
峳乆偟偔,5,4,23795,20038,20575,20564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偵偙偵偙偟偨,5,6,20597,20569,20597,20569,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
揧偊偨,5,3,25575,20554,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
杮,5,1,26478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
愨懳偵,5,3,24872,25075,20597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
懠奅偟偨,5,4,25056,22853,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
崜弸,5,2,23836,24376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
業掓偟偨,5,4,26989,25491,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
娵偛偲,5,3,23093,20571,20594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
摢偺偄偄,5,4,25698,20602,20548,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
帺恎,5,2,24122,24654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
婎挷,5,2,23118,25399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
怱抧椙偄,5,4,24625,25255,26905,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
惉挿偟偨,5,4,24777,25407,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偼傑偭偨,5,4,20604,20625,20589,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鎼偄暥嬪,5,4,37820,20548,26277,23338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
彮乆,5,2,24430,20038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
僷僞乕儞,5,4,20727,20702,20053,20766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偒偭傁傝,5,4,20562,20589,20609,20637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
壗傕偐傕,5,4,22743,20629,20560,20629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堦斣,5,2,22566,26019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偟偒傝偵,5,4,20575,20562,20637,20597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
寲壾偡傞,5,4,23538,22782,20577,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
弌偰偄傞,5,4,24332,20592,20548,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
婰弎偝傟偨,5,5,23152,24334,20573,20639,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
拝暔,5,2,25309,26260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
徚偊傞,5,3,24474,20554,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偒傚偆傃,5,4,20562,20634,20550,20611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
傕偺偡偛偄,5,5,20629,20602,20577,20571,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
朏偟偄,5,3,26383,20575,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
尨場,5,2,23592,22580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
暔懱,5,2,26260,25073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
怱抧傛偄,5,4,24625,25255,20635,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
栚棫偭偨,5,4,26650,26859,20589,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
峳攑偟偨,5,4,23795,25873,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偝傎偳偼,5,4,20573,20622,20595,20604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巟偊,5,2,24031,20554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
扱婅偡傞,5,4,25201,23109,20577,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
慡晹,5,2,24929,26233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
婥暘偺埆偄,5,5,23141,26264,20602,22470,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
夨偟偄,5,3,22824,20575,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
曽朄,5,2,26365,26372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
昻偟偄,5,3,26171,20575,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
婥帩偪傛偄,5,5,23141,24105,20586,20635,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
娵偛偲,5,3,23093,20571,20594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巚偄偭偒傝,5,5,24026,20548,20589,20562,20637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
曔傑偊偨,5,4,26324,20625,20554,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堖憰,5,2,22550,25008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
傂偄偨,5,3,20610,20548,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巔惃,5,2,24020,24771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
暊棫偨偟偄,5,5,26250,26859,20584,20575,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
恎尦,5,2,24654,23590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
庬椶,5,2,24236,26934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
僊儍儔儞僥傿乕,5,7,20682,20749,20756,20766,20709,20671,20053,0,0,0,0,0,0,0,0,0,0,0,0,0
柍帇偡傞,5,4,26573,24071,20577,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偼偝傫偩,5,4,20604,20573,20651,20585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
奣偹,5,2,22883,20601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偝傜偝傟偨,5,5,20573,20636,20573,20639,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
婛偵,5,2,23131,20597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
僩乗儞,5,3,20713,20055,20766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
庘偟偔,5,3,24216,20575,20564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
娚榓偟偨,5,4,23066,27027,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
晅偗壛偊偨,5,5,26181,20567,22747,20554,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梞暈,5,2,26782,26248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
妉摼偟偨,5,4,22921,25724,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
朏偟偄,5,3,26383,20575,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
垼婅偡傞,5,4,22460,23109,20577,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
戝梫,5,2,25117,26795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偨偔偝傫,5,4,20584,20564,20573,20651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
恏偆偠偰,5,4,24655,20550,20576,20592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
弌偳偙傠,5,4,24332,20595,20569,20640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
恖柉,5,2,24662,26569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偳偆偵傕,5,4,20595,20550,20597,20629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
婥帩偪偑偄偄,5,6,23141,24105,20586,20561,20548,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
搙乆,5,2,25625,20038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
柪榝偟偨,5,4,26602,27037,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岲傑偟偄,5,4,23730,20625,20575,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
婛偵,5,2,23131,20597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偒偭傁傝,5,4,20562,20589,20609,20637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楢実偟偨,5,4,26978,23455,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
婥帩偪偄偄,5,5,23141,24105,20586,20548,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偮偗偨,5,3,20590,20567,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
傕傔傞,5,3,20629,20628,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
僥乕儅,5,3,20709,20053,20741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
栶栚,5,2,26678,26650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
怣嬄偟偨,5,4,24611,23300,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
庢傝嫀傞,5,4,24226,20637,23232,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
擄偟偄,5,3,25796,20575,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偨傃偨傃,5,4,20584,20611,20584,20611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
寚偔,5,2,23514,20564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偡偝傑偠偄,5,5,20577,20573,20625,20576,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
攝晍偡傞,5,4,25885,26189,20577,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
憹傗偟偨,5,4,25017,20631,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
廜恖,5,2,24284,24662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
懡條惈,5,3,25057,26781,24776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
寲壾傪偡傞,5,5,23538,22782,20650,20577,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
暥彂,5,2,26277,24386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
昚偭偨,5,3,26138,20589,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
嵟弶,5,2,23903,24374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
奜幵,5,2,22876,24181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
柋傔,5,2,26571,20628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
庤抜,5,2,24228,25244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
撉傒暔,5,3,25737,20626,26260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
暈憰,5,2,26248,25008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
捛偄弌偟偨,5,5,25435,20548,24332,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
柉廜,5,2,26569,24284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偍偟側傋偰,5,5,20557,20575,20596,20619,20592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
恀帡偨,5,3,24640,24097,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
撪梕,5,2,25770,26773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
庛乆偟偄,5,4,24219,20038,20575,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偄偭傁偄偵,5,5,20548,20589,20609,20548,20597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
嶖棎偡傞,5,4,23958,26830,20577,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偄傑偄傑偟偘,5,6,20548,20625,20548,20625,20575,20568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
僨傿僗僇僢僔儑儞偡傞,5,10,20712,20671,20695,20679,20706,20692,20753,20766,20577,20638,0,0,0,0,0,0,0,0,0,0
柪偭偨,5,3,26602,20589,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
徚偊嫀傞,5,4,24474,20554,23232,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
戝暆偵,5,3,25117,26246,20597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
婥傑偢偔,5,4,23141,20625,20578,20564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
幚嵺,5,2,24154,23930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
惔乆偟偄,5,4,24788,20038,20575,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
恏偄,5,2,24655,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
曵傟傞,5,3,26357,20639,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
憤偠偰,5,3,24996,20576,20592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
崌偭偨,5,3,23820,20589,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
戝嬝,5,2,25117,23325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
愑柋,5,2,24849,26571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
彑晧偟偨,5,4,24401,26215,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
忣偗側偐偭偨,5,6,24547,20567,20596,20560,20589,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
婎杮,5,2,23118,26478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
柉,5,1,26569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
暦偒擖傟傞,5,5,26278,20562,25814,20639,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
婰嵹偝傟偰偍傞,5,7,23152,23929,20573,20639,20592,20557,20638,0,0,0,0,0,0,0,0,0,0,0,0,0
敋憱偡傞,5,4,25931,25009,20577,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
徚偟偨,5,3,24474,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
庴偗宲偄偩,5,5,24244,20567,23474,20548,20585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
慡斒揑偵,5,4,24929,26002,25553,20597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偵偭偙傝偟偨,5,6,20597,20589,20569,20637,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偡偛偄,5,3,20577,20571,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
尒偊塀傟偟偨,5,6,23570,20554,22592,20639,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
塀偟帩偭偨,5,5,22592,20575,24105,20589,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
傎偲傫偳,5,4,20622,20594,20651,20595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
攝抲偡傞,5,4,25885,25266,20577,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偼傜傓,5,3,20604,20636,20627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堅傔,5,2,22533,20628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
婥帩偪椙偄,5,5,23141,24105,20586,26905,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偩偄偨偄,5,4,20585,20548,20584,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偄傑傗,5,3,20548,20625,20631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
傛偔,5,2,20635,20564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偼偝傫偩,5,4,20604,20573,20651,20585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
暦偄偨,5,3,26278,20548,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
尒挘傞,5,3,23570,25368,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偒偭傁傝,5,4,20562,20589,20609,20637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偵偙偵偙,5,4,20597,20569,20597,20569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偡偝傑偠偄,5,5,20577,20573,20625,20576,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偄偭傁偄,5,4,20548,20589,20609,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
抩傑偣偨,5,4,25257,20625,20579,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巗柉,5,2,24023,26569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
崌偆,5,2,23820,20550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
忢偵,5,2,24546,20597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
拝忺偭偨,5,4,25309,24570,20589,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
栜榑,5,2,26652,27025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
懅傪堷偒庢偭偨,5,7,25029,20650,22583,20562,24226,20589,20584,0,0,0,0,0,0,0,0,0,0,0,0,0
婥帩偪傛偐偭偨,5,7,23141,24105,20586,20635,20560,20589,20584,0,0,0,0,0,0,0,0,0,0,0,0,0
慡偰,5,2,24929,20592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
庘偟偔,5,3,24216,20575,20564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偡偽傜偟偄,5,5,20577,20605,20636,20575,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
塮偊傞,5,3,22638,20554,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
垼婅偟偨,5,4,22460,23109,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偲偰傕,5,3,20594,20592,20629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
恏偐偭偨,5,4,24655,20560,20589,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
戅嫀偡傞,5,4,25093,23232,20577,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
抦宐,5,2,25254,23440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
愨懳,5,2,24872,25075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
嬑傔,5,2,23313,20628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
幘憱偡傞,5,4,24152,25009,20577,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
彍偄偨,5,3,24397,20548,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
晜偐傃忋偑傞,5,6,26204,20560,20611,24523,20561,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堦懕偒,5,3,22566,25045,20562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
庒姳,5,2,24210,23027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
棙梡偟偨,5,4,26841,26785,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
変,5,1,22793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
抪偢偐偟偔,5,5,25258,20578,20560,20575,20564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偟偽偟偽,5,4,20575,20605,20575,20605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
晜偐傫偩,5,4,26204,20560,20651,20585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
弉払偟偨,5,4,24329,25173,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偍偍偡偠,5,4,20557,20557,20577,20576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
傢偢傜偭偨,5,5,20642,20578,20636,20589,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
廜恖,5,2,24284,24662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
尗偝,5,2,23575,20573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
戝宆崅媺忔梡幵,5,7,25117,23430,23813,23226,24532,26785,24181,0,0,0,0,0,0,0,0,0,0,0,0,0
憖廲偟偨,5,4,24982,24306,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
昗岅,5,2,26135,23685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
抦揑擻椡,5,4,25254,25553,25851,26913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
曵傟傗偡偔,5,5,26357,20639,20631,20577,20564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
擄偟偄,5,3,25796,20575,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偒傚偆傃,5,4,20562,20634,20550,20611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
扵偟媮傔傞,5,5,25205,20575,23214,20628,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
庛偄,5,2,24219,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偟偭偐傝偲,5,5,20575,20589,20560,20637,20594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堦抳偡傞,5,4,22566,25267,20577,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
擄揰,5,2,25796,25584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
忋偑傞,5,3,24523,20561,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
挧愴偟偨,5,4,25383,24884,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偨傑傜側偄,5,5,20584,20625,20636,20596,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
昻偟偄,5,3,26171,20575,20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
攔彍偟偨,5,4,25876,24397,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
奣偟偰,5,3,22883,20575,20592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
崻惈柍偟,5,4,23867,24776,26573,20575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偟偭偐傝,5,4,20575,20589,20560,20637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偟偭偐傝,5,4,20575,20589,20560,20637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
憤崌揑偵,5,4,24996,23820,25553,20597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堦憌,5,2,22566,24972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
忋偑偭偨,5,4,24523,20561,20589,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
庢偭偨,5,3,24226,20589,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偒偮偐偭偨,5,5,20562,20590,20560,20589,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梫場,5,2,26795,22580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偍偍偡偠,5,4,20557,20557,20577,20576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
惉挿偟偨,5,4,24777,25407,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
帺暘,5,2,24122,26264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堷偒嬥,5,3,22583,20562,23333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
弉偟偨,5,3,24329,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
挧愴偟偨,5,4,25383,24884,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偆偮偝傟偨,5,5,20550,20590,20573,20639,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
儐僯僼僅乕儉,5,6,20752,20719,20732,20677,20053,20745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堖憰,5,2,22550,25008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堦斣庤,5,3,22566,26019,24228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
攔彍偟偨,5,4,25876,24397,20575,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
偮偗偨,5,3,20590,20567,20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
